280.00000,8.2000000E-2,2.8877975E+12
280.50000,9.9000000E-2,9.8732237E+12
281.00000,0.15000000,2.0476069E+13
281.50000,0.21200000,3.5488088E+13
282.00000,0.26700000,5.4428317E+13
282.50000,0.30300000,7.5960394E+13
283.00000,0.32500000,9.9096733E+13
283.50000,0.32300000,1.2213132E+14
284.00000,0.29900000,1.4349197E+14
284.50000,0.25000000,1.6138348E+14
285.00000,0.17600000,1.7400124E+14
285.50000,0.15500000,1.8513297E+14
286.00000,0.24200000,2.0254327E+14
286.50000,0.33300000,2.2654231E+14
287.00000,0.36200000,2.5267687E+14
287.50000,0.33900000,2.7719359E+14
288.00000,0.31100000,2.9972445E+14
288.50000,0.32500000,3.2331044E+14
289.00000,0.39200000,3.5180807E+14
289.50000,0.47900000,3.8669067E+14
290.00000,0.56300000,4.2776129E+14
290.50000,0.60600000,4.7204496E+14
291.00000,0.61800000,5.1728327E+14
291.50000,0.59800000,5.6113276E+14
292.00000,0.56700000,6.0278044E+14
292.50000,0.52900000,6.4170344E+14
293.00000,0.53800000,6.8135632E+14
293.50000,0.54900000,7.2188900E+14
294.00000,0.53300000,7.6130744E+14
294.50000,0.52000000,7.9982985E+14
295.00000,0.52700000,8.3893712E+14
295.50000,0.55900000,8.8048933E+14
296.00000,0.57300000,9.2315427E+14
296.50000,0.52100000,9.6201289E+14
297.00000,0.47800000,9.9772448E+14
297.50000,0.52900000,1.0373128E+15
298.00000,0.52800000,1.0768928E+15
298.50000,0.46800000,1.1120338E+15
299.00000,0.47200000,1.1475346E+15
299.50000,0.50100000,1.1852796E+15
300.00000,0.45800000,1.2198426E+15
300.50000,0.43300000,1.2525735E+15
301.00000,0.46300000,1.2876303E+15
301.50000,0.47800000,1.3238830E+15
302.00000,0.44900000,1.3579927E+15
302.50000,0.50800000,1.3966484E+15
303.00000,0.61200000,1.4432949E+15
303.50000,0.64600000,1.4926141E+15
304.00000,0.62100000,1.5401028E+15
304.50000,0.62600000,1.5880525E+15
305.00000,0.64200000,1.6373086E+15
305.50000,0.61100000,1.6842631E+15
306.00000,0.56500000,1.7277536E+15
306.50000,0.57500000,1.7720862E+15
307.00000,0.60500000,1.8188079E+15
307.50000,0.63100000,1.8676169E+15
308.00000,0.64500000,1.9175899E+15
308.50000,0.64100000,1.9673336E+15
309.00000,0.58000000,2.0124164E+15
309.50000,0.50000000,2.0513438E+15
310.00000,0.53300000,2.0929075E+15
310.50000,0.65200000,2.1438328E+15
311.00000,0.76200000,2.2034457E+15
311.50000,0.74400000,2.2617440E+15
312.00000,0.70600000,2.3171535E+15
312.50000,0.67600000,2.3702935E+15
313.00000,0.69400000,2.4249358E+15
313.50000,0.72400000,2.4820311E+15
314.00000,0.71700000,2.5386647E+15
314.50000,0.67600000,2.5921448E+15
315.00000,0.68500000,2.6464230E+15
315.50000,0.63200000,2.6965812E+15
316.00000,0.58700000,2.7432417E+15
316.50000,0.64900000,2.7949123E+15
317.00000,0.73900000,2.8538412E+15
